temperature,co2,surface_albedo,atm_thickness,cloud,state,delta_energy,equilibrium_temperature,albedo,greenhouse_strength
297.8632094050474,992.736,0.3045,1.12,0.58,3,3.6743790060066246,305.0210021238997,0.5945,0.7000946994960067
262.47792679434997,362.88000000000005,0.32299999999999995,0.672,0.67,0,-25.905036229130992,227.96679724481646,0.6579999999999999,0.18931530825100895
363.2690069085478,1062.72,0.38250000000000006,1.584,0.17,3,-1.1540367098932194,361.3270442574893,0.4675,0.8
299.1972728275616,1237.6799999999998,0.428,0.7200000000000001,0.27,0,-5.2893410247269514,290.77200456563713,0.5630000000000001,0.608633784745545
251.3966367326603,514.5120000000001,0.3155,0.4,0.38,1,-1.0220382350246595,250.11418692324935,0.5055,0.19104335330050676
264.0821752717341,1272.6719999999998,0.259,0.8,0.81,4,10.86126730195145,291.16042451150054,0.664,0.7006893575934405
282.79208027215975,934.4159999999999,0.1305,0.88,0.98,2,1.4131540196444732,285.4877146908601,0.6205,0.6342584163249728
291.2526170788056,992.736,0.358,1.6480000000000001,0.83,2,0.21995976793122196,291.9624703948347,0.773,0.8
267.28448253136963,841.104,0.152,0.7040000000000001,0.97,1,-0.8737033377994905,265.6999331585899,0.637,0.533713221014552
228.5355770808391,1284.336,0.5575,0.976,0.86,1,0.2245998388097572,229.83712578062696,0.9,0.7705798658113893
304.36318504853557,771.1200000000001,0.19349999999999998,1.024,0.43,3,0.22051317822320016,304.6475168902337,0.4085,0.5603810185635938
327.87625690289315,1214.3519999999999,0.39,1.7920000000000003,0.46,3,1.8958094874575053,332.0981563154604,0.6200000000000001,0.8
285.93452219717483,1016.064,0.3755,0.48000000000000004,0.02,2,1.7751116865298115,288.037584997311,0.3855,0.4284720150435693
315.97479277046943,631.152,0.5015,1.088,0.09,0,-36.154537434698135,272.898603828564,0.5465,0.4765390445353529
292.28353275733656,351.21599999999995,0.22000000000000003,1.952,0.7,2,0.6525992405849834,293.4031499475176,0.57,0.6285318143532349
379.9829115843727,1109.376,0.22050000000000003,1.504,0.25,3,0.3210610336414419,380.45034138083776,0.34550000000000003,0.8
217.38279974976058,211.248,0.37000000000000005,1.8880000000000003,0.9,1,-1.4364885080861676,213.24990810396952,0.8200000000000001,0.44277659257253676
308.86510608074843,771.1200000000001,0.32400000000000007,1.568,0.28,4,16.03986504917701,337.58120435985967,0.4640000000000001,0.7357810185635938
287.33510399114,677.808,0.145,1.392,0.97,2,4.7023994532299085,297.2668996485155,0.63,0.6966613380765025
262.9598663550971,747.7920000000001,0.3055,1.552,0.66,4,18.308609155700903,313.07342794594604,0.6355,0.7571014311761379
392.980317245837,782.7840000000001,0.34600000000000003,1.568,0.14,0,-43.23003800304519,342.1515318294852,0.41600000000000004,0.727195738846037
159.27847843940353,677.808,0.41800000000000004,0.8480000000000001,0.94,4,6.206051044582786,194.91738631835665,0.888,0.5032613380765026
288.458350939643,607.8240000000001,0.18399999999999997,1.536,0.93,2,3.0616321098660038,295.11568992471933,0.649,0.7037555821436114
253.62953608067372,1109.376,0.289,0.4,0.71,1,3.3561278684367224,259.98633943487994,0.6439999999999999,0.5011613006150539
286.9258422307278,1144.368,0.34,0.64,0.36,2,1.5620868924546798,289.30890452171894,0.5199999999999999,0.5613619609268837
229.49842036949966,211.248,0.32900000000000007,0.8320000000000001,0.49,1,0.6624875081867074,230.39944770942745,0.5740000000000001,0.032176592572536696
249.66013498627336,1039.392,0.539,0.5920000000000001,0.35,1,-1.2051007884151446,247.0973344972497,0.714,0.5088591606284975
296.6984324836043,246.24000000000004,0.129,1.7600000000000002,0.99,0,-27.49120925454708,258.66140254215986,0.624,0.4622584560975044
334.6909377431209,526.176,0.111,1.6320000000000001,0.91,0,-18.66867716591574,306.054143337087,0.5660000000000001,0.6833285333110614
314.2348535045096,654.48,0.41450000000000004,1.456,0.15,0,-6.150086830987313,305.4246732556542,0.48950000000000005,0.6244294484245566
283.4119467866588,281.232,0.209,0.448,0.24,0,-33.67675172462019,256.0110403014155,0.32899999999999996,0.0
353.83176164770975,934.4159999999999,0.206,0.688,0.0,0,-50.593531523050274,312.8034286354229,0.206,0.46905841632497286
310.4054999703884,747.7920000000001,0.42600000000000005,1.3279999999999998,0.27,0,-8.347788269032137,297.18614612590113,0.561,0.6397014311761379
196.4189135140692,1121.04,0.529,0.784,0.79,1,1.8005447056844552,206.41300377012286,0.9,0.647333634645789
341.1105979837478,1109.376,0.4035,1.504,0.29,3,2.854068961498207,346.7248780445391,0.5485,0.8
291.11344540291685,1179.36,0.377,0.976,0.52,2,3.2978517475471065,298.1284126995758,0.6370000000000001,0.705825237786282
249.24661019917517,386.2080000000001,0.4635,1.12,0.29,1,-1.2051654203775257,247.3645263538964,0.6085,0.3305866841303078
272.9939789209513,689.472,0.38950000000000007,0.976,0.32,1,0.9965683099439957,274.5249562936949,0.5495,0.4922151628900646
214.14924981409794,549.504,0.2885,0.8480000000000001,0.52,4,24.965263459531123,261.8938045477768,0.5485,0.3855746676555671
294.30117263316527,444.5280000000001,0.2545,1.392,0.33,2,-2.8240618895054794,290.826835790867,0.41950000000000004,0.48051074555797035
287.3419503833975,514.5120000000001,0.119,1.376,0.92,2,-1.9158212367667673,284.1628873459773,0.5790000000000001,0.5866433533005067
249.07953764377703,374.544,0.2305,0.64,0.73,0,-7.917314255958132,238.1933811397441,0.5954999999999999,0.19552597463993698
273.17048072237856,1226.0159999999998,0.2985,0.512,0.52,4,5.653971943344963,282.691313244257,0.5585,0.5574186473496161
292.2786899704688,911.088,0.41800000000000004,1.7440000000000002,0.72,2,-0.598503819804975,290.34129463691687,0.7779999999999999,0.8
285.3167353214349,911.088,0.47850000000000004,0.928,0.15,2,-1.0056597306507769,283.73241602850226,0.5535,0.5589397737829012
246.541409851721,899.4240000000001,0.39050000000000007,1.952,0.95,1,1.9081018117503294,256.15399673141474,0.8655,0.8
335.2152004441539,887.7600000000001,0.2105,1.3279999999999998,0.15,4,10.225419481401971,348.41176157174704,0.2855,0.6895845984767395
294.08883543309753,1214.3519999999999,0.5355,0.928,0.07,2,2.589098310527852,298.69579905872706,0.5705,0.6545708634295639
246.2458869852538,747.7920000000001,0.5140000000000001,1.7280000000000002,0.92,1,-1.486657700897684,237.85953493434394,0.9,0.8
294.49450812217214,876.096,0.2555,0.928,0.53,2,-1.064642526183583,292.8821427654214,0.5205,0.5828144130853135
273.3292878982305,199.58399999999997,0.261,1.7760000000000002,0.18,1,4.838778357316038,278.67550944074924,0.351,0.31109118918849266
377.47975305487444,1144.368,0.23199999999999996,1.8560000000000003,0.15,4,5.870339424094546,385.925854177329,0.307,0.8
228.54967125628616,152.928,0.1665,1.1680000000000001,0.19,4,31.36906427153717,262.4337626905844,0.26150000000000007,0.003255316355227647
285.7045763564364,1121.04,0.47800000000000004,1.2000000000000002,0.54,2,1.0471307386351043,288.75209869786505,0.748,0.7679336346457891
325.72441097577604,502.84800000000007,0.3435,1.904,0.28,3,-1.2439651685279927,323.7921813914357,0.48350000000000004,0.6991727645615492
292.833668203498,1179.36,0.3945,0.64,0.06,2,4.969632232331172,299.5204192036395,0.4245,0.542225237786282
285.3262279368018,1179.36,0.396,1.8080000000000003,0.78,2,0.6945574066502189,287.6894982183384,0.7860000000000001,0.8
291.8361394017141,269.568,0.34900000000000003,1.8560000000000003,0.13,2,-4.566295537346505,286.4126025281144,0.41400000000000003,0.4425044835500404
328.1685284083585,1144.368,0.2045,0.928,0.27,3,3.2149184378427904,332.28794758450164,0.33949999999999997,0.6531619609268837
355.30248815009077,946.0799999999999,0.23250000000000004,1.3599999999999999,0.12,3,1.2314352853724841,356.8655789470582,0.29250000000000004,0.720732717456612
291.8575826178216,1284.336,0.2985,1.44,0.94,2,0.4826024067855954,293.3987871647621,0.7685,0.8
336.63562945838396,1167.696,0.34850000000000003,1.2160000000000002,0.4,3,-0.13708120692846393,336.3805959547859,0.5485,0.7742403779681519
290.21024698054777,817.776,0.198,0.496,0.42,0,-7.748677488974998,281.4217561916529,0.408,0.39576860276040443
262.5338773703794,141.264,0.2575,1.6800000000000002,0.06,4,7.496668856778285,269.9329179699008,0.2875,0.14084063520899892
276.4013588626729,409.536,0.449,1.6,0.31,1,-4.002634719057774,269.82723754906425,0.6040000000000001,0.521739741059043
308.14075592676977,1097.712,0.42750000000000005,1.6640000000000001,0.36,4,11.084704444472429,334.79616966984594,0.6075,0.8
384.74353439737763,736.128,0.1505,1.8880000000000003,0.2,4,6.495333435277189,393.5622861891093,0.2505,0.8
312.3119837136119,339.552,0.3345,1.056,0.26,0,-56.60567248258489,260.7815132566083,0.4645,0.2587503043991299
362.29220079877643,1261.008,0.3055,1.2480000000000002,0.4,3,-4.371237355114971,354.7007766444435,0.5055000000000001,0.8
288.77296112399597,1156.0320000000002,0.24150000000000002,0.784,0.76,2,0.4213202808374632,289.58220468108254,0.6215,0.6554195289948435
350.55419098867264,327.88800000000003,0.24250000000000002,1.7760000000000002,0.42,0,-59.858521008631996,291.43852985055673,0.4525,0.5141429476883449
305.4857766949714,841.104,0.326,0.496,0.13,0,-23.861816777519145,281.25176297582635,0.391,0.37691322101455194
275.94368531741554,176.256,0.173,0.9440000000000001,0.55,0,-34.27465586313059,244.55706879848546,0.448,0.012060264327352119
225.60178769373917,187.92,0.4750000000000001,0.912,0.26,1,-0.9629823516668736,224.24735964458193,0.6050000000000001,0.0
249.81112046652476,362.88000000000005,0.327,0.976,0.43,1,1.4967084937668602,251.89476303777275,0.542,0.27171530825100887
312.5894113312732,561.168,0.192,1.504,0.36,3,4.152010406159839,317.9807952814654,0.372,0.6067503576964486
348.55206521981,677.808,0.2135,1.04,0.01,0,-42.31941817734135,312.81005362254285,0.2185,0.4774613380765026
348.0591235274049,666.1440000000001,0.19549999999999998,1.6320000000000001,0.2,3,1.0806279611492897,349.406782328951,0.29550000000000004,0.6974006913132369
371.4961088160816,409.536,0.1505,1.8400000000000003,0.34,0,-48.4547111114739,324.71996768560206,0.3205,0.6087397410590432
300.0040605576156,549.504,0.301,1.52,0.4,3,0.3979433765682714,300.6051790706613,0.5009999999999999,0.6087746676555671
239.62629752028505,246.24000000000004,0.20299999999999999,1.3599999999999999,0.77,4,5.161781708698108,247.78097276453806,0.588,0.30025845609750423
293.30800937197597,596.1600000000001,0.11399999999999999,0.5920000000000001,0.08,2,1.5211361935291023,294.6414723647819,0.154,0.2813670667508612
263.7920304781636,351.21599999999995,0.4565,1.424,0.55,0,-16.359024765846108,234.2092952124907,0.7315,0.42873181435323504
311.4171036279054,946.0799999999999,0.132,1.088,0.74,3,3.8947731519574234,317.82222403038895,0.5020000000000001,0.6875327174566122
297.38337650506384,584.4960000000001,0.26749999999999996,1.408,0.57,3,-3.0368520289329695,292.5417415620398,0.5525,0.6088404598286126
357.9915565006051,1097.712,0.17850000000000002,1.3439999999999999,0.68,3,-3.16081026294286,352.3462374961296,0.5185000000000001,0.8
268.30136773854497,397.872,0.4545,1.2800000000000002,0.75,0,-28.00948886643079,210.42988468667403,0.8295000000000001,0.4433182653573122
350.96374536604014,561.168,0.133,1.8560000000000003,0.7,3,-4.242273686417242,344.1120361888279,0.483,0.7639503576964485
292.0378976863909,736.128,0.1985,0.5760000000000001,0.19,2,-1.743405453556008,290.2635505103319,0.29350000000000004,0.36283133389093786
291.2779338003684,1179.36,0.5515000000000001,0.8480000000000001,0.04,2,-0.6611664160494328,290.1650562324087,0.5715000000000001,0.6130252377862819
298.9069097570478,1296.0,0.26849999999999996,1.7600000000000002,0.48,4,24.21200365842477,354.16157958034984,0.5085,0.8
325.8790014079981,1296.0,0.19749999999999998,0.768,0.42,3,-1.1665509682291244,324.2944254348891,0.40750000000000003,0.6570406251802892
304.78639171576543,1074.384,0.4505,1.568,0.26,4,14.991232813598028,340.41097752223936,0.5805,0.8
187.67357718843556,584.4960000000001,0.41200000000000003,0.912,0.72,4,12.146972567339573,226.99619761210974,0.7719999999999999,0.4502404598286126
226.3390219266297,712.8000000000001,0.408,1.7920000000000003,0.77,4,12.501102108840955,285.3074760105784,0.793,0.8
287.0825875354626,899.4240000000001,0.313,0.7040000000000001,0.2,2,3.6227256638074152,291.69115983696616,0.413,0.4808925171593326
271.8871930728524,1191.0240000000001,0.32900000000000007,0.768,0.75,1,0.5420864713617277,273.1464573236935,0.7040000000000001,0.6595748168370259
283.94256078006737,1074.384,0.49999999999999994,1.568,0.6,2,-0.30671704760657903,282.86425131516006,0.8,0.8
289.1141588763181,1249.344,0.5595,1.8240000000000003,0.47,2,-1.2770569945296764,284.78920415970606,0.7945,0.8
304.5588874812535,1296.0,0.42,1.456,0.59,3,1.6216349595535426,309.0521579660161,0.715,0.8
287.7881701765379,654.48,0.3985,1.6640000000000001,0.65,2,0.566426242429479,289.2812125630314,0.7235,0.7472294484245565
255.75959304638167,362.88000000000005,0.15550000000000003,1.44,0.94,1,3.036768861481889,261.224270407254,0.6255,0.4851153082510089
294.9806470265387,794.448,0.2175,1.2480000000000002,0.73,3,3.849170305857136,302.20069898784817,0.5825,0.6795303699374627
240.76227854371717,981.072,0.5355,1.504,0.94,1,-0.49715276366432803,237.85953493434394,0.9,0.8
233.5157676031569,666.1440000000001,0.2545,0.8480000000000001,0.94,1,4.187464554993809,243.34174501904496,0.7244999999999999,0.4970006913132369
213.71888282712013,572.832,0.3925,1.056,0.25,4,30.20824472935847,273.3049690861189,0.5175000000000001,0.4463701938626252
287.4326106324696,269.568,0.201,1.8240000000000003,0.53,2,-2.968636241157,283.57110251684304,0.4660000000000001,0.4713044835500404
259.430365527568,432.864,0.5455,1.2320000000000002,0.02,1,0.8579150503117958,260.6974832681604,0.5555,0.3839206271332804
218.2788331958368,222.912,0.203,0.512,0.46,4,21.24036694348416,245.4560997321459,0.433,0.0
200.70631502508985,1051.056,0.528,1.2480000000000002,0.62,4,10.357041305581104,258.9891599343943,0.8380000000000001,0.7694840800690856
286.2238536024758,829.44,0.196,0.5920000000000001,0.46,2,-1.4679506751419353,284.422577881821,0.426,0.4384765777366079
223.1450751959399,187.92,0.35050000000000003,1.8080000000000003,0.32,4,22.404010404431897,260.03137382194916,0.5105,0.3145718265185009
168.76145790665913,152.928,0.388,0.7200000000000001,0.72,4,12.529877412705124,200.41406619915207,0.7480000000000001,0.0
238.84292996710693,292.896,0.35,1.408,0.56,1,4.39834467208442,246.52042528590596,0.63,0.3586392946185642
367.0137472954709,1144.368,0.1695,1.424,0.54,3,-0.6322480588504789,365.9859974077483,0.43950000000000006,0.8
267.7635806563486,537.8399999999999,0.10499999999999998,0.976,0.99,1,-2.5860589860768997,263.6025711353772,0.6,0.469636435573339
288.2410097430236,1167.696,0.5045000000000001,0.6240000000000001,0.04,2,-3.014565041273542,283.8453813329831,0.5245000000000001,0.531040377968152
289.6487866486938,1027.728,0.49849999999999994,1.936,0.56,2,0.16104489377116593,290.17767592182736,0.7785,0.8
290.80332043945157,992.736,0.3675,0.8480000000000001,0.3,2,0.9856539925498424,292.30771446883807,0.5175000000000001,0.5768946994960067
290.15313559060576,736.128,0.1415,0.784,0.68,0,-5.207774182150374,283.29294026324493,0.48150000000000004,0.4846313338909378
354.63073817191787,1284.336,0.165,1.6640000000000001,0.74,3,-2.9109543929406314,349.288111139958,0.535,0.8
400.0,1156.0320000000002,0.336,1.8240000000000003,0.19,0,-23.07563622218126,367.3657229377608,0.431,0.8
353.11208983332756,642.8160000000001,0.1745,1.952,0.59,3,4.48000183832329,360.9872911368693,0.4694999999999999,0.8
252.76627017375858,152.928,0.092,1.6640000000000001,0.41,4,19.217143110168607,273.77208079073296,0.29699999999999993,0.19885531635522763
367.3403053863985,1027.728,0.35850000000000004,1.44,0.36,0,-10.734254289477278,348.6289852007312,0.5385,0.8
266.59210060556893,689.472,0.42,0.784,0.09,4,6.31901305912443,275.10213880537356,0.46499999999999997,0.40201516289006467
284.0064418789303,911.088,0.543,1.2160000000000002,0.29,2,-1.956191494203999,279.72139122676117,0.6880000000000001,0.6737397737829013
277.94006477776554,491.184,0.13849999999999998,1.1680000000000001,0.12,4,25.814907874958664,306.307008697065,0.19849999999999998,0.41710806355754027
303.8946309396085,957.744,0.2885,0.736,0.2,3,-3.4962642948833746,299.69968345041957,0.38850000000000007,0.514752192551305
261.88599658061185,397.872,0.343,1.3119999999999998,0.4,1,3.0493741508064076,266.44647229658136,0.543,0.41951826535731207
293.3646854356848,806.1120000000001,0.356,1.536,0.81,2,0.018829844553732045,293.4224964516214,0.761,0.7935872465474179
368.4614320539275,876.096,0.374,1.456,0.49,0,-29.957638920285696,318.7161422241342,0.619,0.7636144130853134
302.0623811716387,1086.048,0.1045,0.96,0.43,4,24.03122972130334,336.8171506539744,0.3195,0.6614961624396052
285.065627298667,502.84800000000007,0.25350000000000006,1.1680000000000001,0.3,2,2.2548046992889823,287.8250451871112,0.4035000000000001,0.44357276456154926
290.30011010389245,677.808,0.36900000000000005,1.088,0.07,2,4.160475780766824,295.5996339041691,0.4040000000000001,0.5002613380765026
305.51322574533333,631.152,0.377,1.7760000000000002,0.56,3,2.2302599489830186,310.69172459951506,0.657,0.764339044535353
398.843565350861,934.4159999999999,0.18800000000000003,1.8240000000000003,0.19,0,-7.354773330685603,389.22466572080344,0.28300000000000003,0.8
378.09010941699626,712.8000000000001,0.2105,1.6,0.73,0,-33.00467568935843,327.44864761406023,0.5755,0.7636165061177728
257.7077696942469,1179.36,0.307,0.64,0.85,1,0.7037065983709354,259.4277949300083,0.7319999999999999,0.6212252377862819
287.14344903347774,549.504,0.29450000000000004,1.552,0.58,2,3.1065501073749857,292.7764099545102,0.5845,0.6379746676555671
347.54641013719345,666.1440000000001,0.19199999999999998,1.488,0.11,0,-7.198625282692404,339.70338393276216,0.24699999999999997,0.6380006913132369
254.70167104086863,584.4960000000001,0.2165,1.472,0.49,4,29.082670725990564,309.28469306599834,0.4615,0.6232404598286126
282.03318396689286,712.8000000000001,0.19199999999999998,0.864,0.56,2,2.2995258778216225,285.1903505911309,0.47200000000000003,0.48901650611777275
400.0,1016.064,0.24349999999999997,1.2160000000000002,0.15,0,-52.184535269747684,346.9995288420621,0.3185,0.6990720150435693
231.0021135767737,1016.064,0.5435,0.512,0.84,0,-11.275381048596136,191.26989380260605,0.9,0.5216720150435693
285.6064973904207,479.52000000000004,0.35900000000000004,1.8880000000000003,0.72,2,-0.9559602571196812,283.22778435468103,0.719,0.7204399191438454
259.75572863331513,281.232,0.0885,1.024,0.51,4,9.085559386957073,269.6112082553545,0.3435,0.20458236212588715
288.0221256140529,1214.3519999999999,0.2275,0.496,0.63,2,-1.6157435027137197,285.53380718328066,0.5425000000000001,0.559370863429564
276.8956697005345,701.136,0.3935,1.3439999999999999,0.67,1,-3.8802024366591965,267.80117010423845,0.7285,0.662065749971471
275.4827780658219,281.232,0.17500000000000002,1.488,0.32,4,7.842317236710009,284.2618902511559,0.335,0.34798236212588707
291.71526083720295,1226.0159999999998,0.2905,1.8720000000000003,0.98,2,-0.6732156962392679,289.52041762305294,0.7805,0.8
206.9793650010489,164.592,0.1745,1.488,0.67,4,25.82228149397981,249.50839617731785,0.5095000000000001,0.18976572570780872
332.2767431686506,969.4079999999999,0.08199999999999999,1.2320000000000002,0.98,3,-0.8573292582482352,330.63330342674345,0.5720000000000001,0.7707181689866764
271.3686252507685,409.536,0.5135,1.8720000000000003,0.21,1,4.854509536043139,280.76108748669026,0.6184999999999999,0.606939741059043
352.6411658804345,1237.6799999999998,0.262,0.672,0.54,0,-45.27339928377481,297.7562783774022,0.532,0.618833784745545
368.2540192691021,1051.056,0.34,1.904,0.16,3,0.5476601562208572,369.1284880313097,0.42000000000000004,0.8
281.96662663719303,269.568,0.16899999999999998,1.6,0.37,2,3.077609313053763,285.4286328041993,0.354,0.3769044835500403
337.3876055095336,829.44,0.132,1.552,0.67,4,11.905056907255656,359.3967155003758,0.467,0.795476577736608
243.78392956363794,584.4960000000001,0.49250000000000005,0.976,0.49,1,-4.113689001030664,235.07084392506107,0.7375,0.44964045982861256
284.9058883756903,1097.712,0.4505,1.6320000000000001,0.73,2,-2.1336997988412065,277.21687150057824,0.8155,0.8
339.16330243781357,1074.384,0.1325,1.8240000000000003,0.84,3,3.411647929602097,345.95437355403544,0.5525,0.8
264.0804969538022,211.248,0.1155,1.1360000000000001,0.52,1,-2.7630644068155163,261.2376613070756,0.3755,0.14157659257253669
240.85452916015615,211.248,0.29450000000000004,0.736,0.27,1,4.483748031915702,245.83401632413458,0.42950000000000005,0.0
290.02183355371596,1249.344,0.18150000000000002,0.752,0.9,2,2.173114535852534,294.4625345677684,0.6315000000000001,0.6862168880722577
281.8382562203135,409.536,0.20299999999999999,1.7600000000000002,0.9,2,-1.1018446202204544,279.6442932161205,0.653,0.6367397410590431
164.98592590159026,596.1600000000001,0.482,1.3119999999999998,0.78,4,8.209456491661799,213.1981166037534,0.872,0.603367066750861
291.28456311292376,759.4560000000001,0.2205,1.008,0.54,2,1.5041190949328183,293.4749159249388,0.49049999999999994,0.5602837676203294
310.3065656948515,1167.696,0.2995,1.024,0.52,3,3.359267129705316,316.52175496258695,0.5595,0.7190403779681519
284.3163506226806,631.152,0.28400000000000003,1.1840000000000002,0.64,2,-4.78594826965945,276.3212321963583,0.6040000000000001,0.5651390445353528
239.15476686249121,747.7920000000001,0.42850000000000005,1.1840000000000002,0.67,1,4.708044201308734,252.80206856659277,0.7635000000000001,0.629301431176138
290.3070685496483,1226.0159999999998,0.175,0.6240000000000001,0.89,2,-2.649157236473215,285.45695121421886,0.62,0.633618647349616
281.26280566184425,1261.008,0.26999999999999996,0.64,0.62,4,5.0848094703210975,290.4847574441693,0.5800000000000001,0.6223685527100451
266.4471364165914,1144.368,0.4015,0.5760000000000001,0.54,1,-2.029719790838442,262.4832856724315,0.6715000000000001,0.5569619609268838
322.36421994420505,736.128,0.1725,0.528,0.65,0,-52.304865375496895,269.7067288046869,0.4975,0.39203133389093786
326.2490361623464,537.8399999999999,0.27049999999999996,1.8560000000000003,0.52,3,-0.717628092602034,325.01413638844974,0.5305,0.7306364355733391
322.6641593442403,1004.4000000000001,0.27699999999999997,0.56,0.62,0,-41.27271631737735,271.3495451294833,0.587,0.5123076790551674
230.2552605408287,257.904,0.396,1.904,0.79,1,-0.6425526306982903,228.5187511493828,0.791,0.5093507091506795
290.19754849927745,1109.376,0.18450000000000003,0.43200000000000005,0.54,2,-1.3540475045932752,288.42414572100455,0.4545,0.49536130061505396
231.01963881341302,864.4319999999999,0.3635,0.736,0.8,1,3.084853680313074,239.2344594604363,0.7635,0.5377802918109136
229.60394929209286,246.24000000000004,0.336,1.536,0.84,1,-2.998824210944754,223.04568657401248,0.756,0.3688584560975043
248.8851211729188,467.856,0.3815,0.528,0.8,0,-23.487642773705687,207.37054100741983,0.7815,0.24355831073656006
241.54486875516645,269.568,0.2565,1.8240000000000003,0.2,4,34.483800345721335,292.64422809224544,0.3565,0.4383044835500404
320.2289824202302,1121.04,0.4535,1.104,0.09,3,-0.8798768634174934,318.83958821479206,0.4985,0.689333634645789
357.69898287319603,957.744,0.1815,0.56,0.19,0,-67.74366320361544,303.2303842222279,0.27649999999999997,0.45215219255130507
264.1777230348206,421.20000000000005,0.4825,1.6800000000000002,0.33,1,1.9168036156433175,267.8963106460462,0.6475000000000001,0.5618685309937216
298.0569089364524,631.152,0.222,1.088,0.25,3,2.741381672687808,301.26987095955786,0.34700000000000003,0.4925390445353529
304.57339491639385,561.168,0.12899999999999998,1.1840000000000002,0.29,3,3.744717694040048,308.6326043242117,0.27399999999999997,0.4877503576964486
368.58596677421895,1179.36,0.163,0.992,0.88,0,-33.11701644220376,316.7219793121337,0.603,0.7474252377862819
366.2525775825759,864.4319999999999,0.15999999999999998,1.088,0.58,0,-46.47087673087916,314.2577588575359,0.44999999999999996,0.6389802918109135
282.13495551624493,619.488,0.31649999999999995,1.408,0.12,4,21.257657256074467,313.1307988976588,0.37649999999999995,0.5848112560099544
293.2481608096243,222.912,0.545,1.8080000000000003,0.14,0,-35.64044823270288,248.9354099992968,0.615,0.35816074269029186
276.34409607645694,514.5120000000001,0.2945,0.6240000000000001,0.21,0,-8.0477264054445,267.79057665062373,0.39949999999999997,0.2524433533005068
252.2056255875564,852.768,0.192,0.688,0.98,1,2.3545829102468474,257.10298679389695,0.6819999999999999,0.5340804974485777
273.7622848272582,526.176,0.225,1.104,0.49,4,5.317506550142909,281.09482147059447,0.4700000000000001,0.4565285333110614
180.08145402104606,141.264,0.24150000000000005,1.376,0.83,4,19.75345247939342,223.0427636114422,0.6565,0.11144063520899881
289.93577788743755,444.5280000000001,0.156,1.7600000000000002,0.56,4,15.814030752672373,314.79484063342653,0.43600000000000005,0.6323107455579705
313.1706020107917,701.136,0.32849999999999996,1.088,0.05,0,-8.902048659020451,303.2315780384072,0.3535,0.5104657499714711
285.1634207967463,584.4960000000001,0.128,0.6080000000000001,0.35,2,-1.897228451014243,283.25524319404315,0.303,0.3068404598286126
267.2975254342182,351.21599999999995,0.1115,1.7440000000000002,0.32,4,34.394708413070965,313.5907906107568,0.2715,0.5177318143532351
292.7332576763492,1004.4000000000001,0.29750000000000004,1.392,0.86,2,4.309335075123677,305.60622202620294,0.7274999999999999,0.8
